subject,text
Q.エリアについてどう思う？,Q.エリアについてどう思う？ A.明治エリアはちょっと
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺もついにツイッター
Q.疑いについてどう思う？,Q.疑いについてどう思う？ A.疑いがあるから
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.アドレス検索オフにしといたほうがいいぞ
Q.個人情報についてどう思う？,Q.個人情報についてどう思う？ A.着実に俺の個人情報がどんどん
Q.個人情報についてどう思う？,Q.個人情報についてどう思う？ A.俺の個人情報がどんどん流出しすぎじゃねえかよ
Q.プライバシーについてどう思う？,Q.プライバシーについてどう思う？ A.この接続ではプライバシーが保護されません
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺がやってるよつって
Q.エモについてどう思う？,Q.エモについてどう思う？ A.俺エモもブロックしとくべ
Q.見せるについてどう思う？,Q.見せるについてどう思う？ A.あの見せるわみんなに
Q.アカウントについてどう思う？,Q.アカウントについてどう思う？ A.ツイッターのアカウントはこれか
Q.コメントについてどう思う？,Q.コメントについてどう思う？ A.どこにコメントが出んの?
Q.規約についてどう思う？,Q.規約についてどう思う？ A.規約的にはアウト
Q.声についてどう思う？,Q.声についてどう思う？ A.声は出せ聞こえてるでしょ
Q.画面についてどう思う？,Q.画面についてどう思う？ A.画面はいいんだよ真っ白で
Q.画面についてどう思う？,Q.画面についてどう思う？ A.画面はいいんだよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.これで俺は大海原
Q.方についてどう思う？,Q.方についてどう思う？ A.ツイッター非公開にした方がいいぞ
Q.そっちについてどう思う？,Q.そっちについてどう思う？ A.そっちもやっぱ
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.見たほうがいいと思うよ
Q.生についてどう思う？,Q.生についてどう思う？ A.ニコ生はまあ
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.ニコ生のほうも頑張ってるんで
Q.これについてどう思う？,Q.これについてどう思う？ A.これはだってニコ生の視聴者が流れてってんじゃん
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺もいい気になってさ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺が引っ張ってるみたいなさ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺はやってないんだが
Q.人についてどう思う？,Q.人についてどう思う？ A.アカウント持ってる人はそんなにいないんだ
Q.ルールについてどう思う？,Q.ルールについてどう思う？ A.そんなルールがあるんだ
Q.人についてどう思う？,Q.人についてどう思う？ A.いっぱい人が来るなんてそんなありえねえから
Q.意味についてどう思う？,Q.意味についてどう思う？ A.意味がわかんない
Q.意味についてどう思う？,Q.意味についてどう思う？ A.意味がわからない
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺はニコ生1本でやってくから
Q.人についてどう思う？,Q.人についてどう思う？ A.ニコ生見てる人はコメントしないでよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺が寂しい思いになっちゃう
Q.時代遅れについてどう思う？,Q.時代遅れについてどう思う？ A.お前時代遅れも鼻話いいんだけど
Q.人についてどう思う？,Q.人についてどう思う？ A.一万人はちょっとやべえな
Q.主についてどう思う？,Q.主についてどう思う？ A.主は田村ゆかりの曲好きですか
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺はそういうおめえらみてえなな
Q.さんについてどう思う？,Q.さんについてどう思う？ A.うっぷぬしさんは何歳なんですか
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺は伝えてくから
Q.ことについてどう思う？,Q.ことについてどう思う？ A.背くことはできない
Q.声についてどう思う？,Q.声についてどう思う？ A.声がおじさん
Q.てめえについてどう思う？,Q.てめえについてどう思う？ A.てめえがクソババアじゃねえか
Q.バカについてどう思う？,Q.バカについてどう思う？ A.バカが石川とかこれこれとか
Q.神戸についてどう思う？,Q.神戸についてどう思う？ A.俺女に神戸は垂れねえから
Q.ツイキャスについてどう思う？,Q.ツイキャスについてどう思う？ A.ツイキャスも俺やるから
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.ちょっと恥だほうがいいぞ
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.恥だほうがいい
Q.平和についてどう思う？,Q.平和についてどう思う？ A.やっぱ平和が一番だよなぁ
Q.涙についてどう思う？,Q.涙についてどう思う？ A.涙が出るタイトルでしょなご
Q.悩みについてどう思う？,Q.悩みについてどう思う？ A.最近悩みがあって
Q.頭についてどう思う？,Q.頭についてどう思う？ A.いいあれだけど 異常だよって言われたのね頭がおかしいっていうか
Q.それについてどう思う？,Q.それについてどう思う？ A.でも俺ね それが多分俺の素だからその自分の素を見られてる分にはまだいいんだけど
Q.それについてどう思う？,Q.それについてどう思う？ A.カッコつけるわけなの それがね本当恥ずかしいんだよねー
Q.俺についてどう思う？,Q.俺についてどう思う？ A.だからちょっとずつねこういう俺が マイクの前で話している姿を人に見られてるのに慣れなきゃと思ってあえて
Q.ものについてどう思う？,Q.ものについてどう思う？ A.ものが一通りできるぐらいの
Q.方についてどう思う？,Q.方についてどう思う？ A.送ってちょっと お願いドスパラ絶対やめた方がいいなんで
Q.限界についてどう思う？,Q.限界についてどう思う？ A.ビデオあのグラボじゃさ限界があって 俺スチーム入れて
Q.キリについてどう思う？,Q.キリについてどう思う？ A.どんなものにもすべてそんな言ったら上行ったらキリがないじゃん
Q.自作についてどう思う？,Q.自作についてどう思う？ A.自作は対象ない 対象ない三つ盛り作って送ってちょっとごめんね
Q.一切についてどう思う？,Q.一切についてどう思う？ A.もうその他の ものは一切がしたいらないんだよね
Q.15についてどう思う？,Q.15についてどう思う？ A.15がベストかー 出したくねーなぁ
Q.それについてどう思う？,Q.それについてどう思う？ A.やばい いやそれはさできる人に頼むのが一番早くない自分ができねえんだからさ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.知識つけるかできる奴にやってもらう 俺は校舎の方が向いてるからさできる一人会社もそうでしょ
Q.自分についてどう思う？,Q.自分についてどう思う？ A.自分ができるところはできるそれ全部やってもらうと 信用における
Q.意味についてどう思う？,Q.意味についてどう思う？ A.ちょっと意味がわかんないけど
Q.意味についてどう思う？,Q.意味についてどう思う？ A.意味がわからない
Q.静電気についてどう思う？,Q.静電気についてどう思う？ A.そこまである席への 静電気があれなの
Q.ノートについてどう思う？,Q.ノートについてどう思う？ A.リアルに デスクトップでもちろんノートはちょっとやっぱねダメだよ
Q.位についてどう思う？,Q.位についてどう思う？ A.ゴロルより俺のヘイの方がだって高いだろう位が カーストは
Q.オタクについてどう思う？,Q.オタクについてどう思う？ A.知ってるさ気持ち悪いオタクがいってんだろマジで お前らそれぐらいしか生きる価値ないんだから作ってくれよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.作ってくれよってか 三つ盛り全部出してあとボタン一つのとこまでやっといてあと俺がクリックするところ
Q.方についてどう思う？,Q.方についてどう思う？ A.なんか買った方がいいなって思ったから俺もちゃんと言うよ
Q.液晶についてどう思う？,Q.液晶についてどう思う？ A.俺 恥ずかしがって最善を尽くして液晶はもちろんいらない
Q.モニターについてどう思う？,Q.モニターについてどう思う？ A.モニターはあるから
Q.14についてどう思う？,Q.14についてどう思う？ A.ff 14が満足に動くぐらい無理かな
Q.フロンティアについてどう思う？,Q.フロンティアについてどう思う？ A.モンスターハンターフロンティアが満足に動くぐらいのスペック無理だよね
Q.予算についてどう思う？,Q.予算についてどう思う？ A.ちょっと予算が足らないんじゃないですかってさ
Q.奴についてどう思う？,Q.奴についてどう思う？ A.勘違いしてる奴が多いから黒龍が単なる飛び道具じゃない 術者の餌なのよ
Q.らについてどう思う？,Q.らについてどう思う？ A.俺らがなんの米拾ったっていいじゃねーか 俺だって最近のMVコメあるよ
Q.スクワラコメについてどう思う？,Q.スクワラコメについてどう思う？ A.回収3秒ぐらいで スクワラコメがよく流れるの
Q.俺についてどう思う？,Q.俺についてどう思う？ A.なんだなんか5番か俺は今日ここで死ぬみたいな それなんかコメントしてる 毎回コメントしてる奴がいるんだよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.今日俺はここで死ぬって 簡易に飛ばされるってことなんだろうなって 俺しか笑ってねーけど俺は最近それにハマってるよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.簡易に飛ばされるから何番か俺は今日ここで死ぬって 発達障害だろうね だから多分好きなんだと思う
Q.たちについてどう思う？,Q.たちについてどう思う？ A.そういう人たちは俺守っていきたいって思ってるからね 嘘偽りなく
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺が保護する全部 全てを吸収して
Q.個についてどう思う？,Q.個についてどう思う？ A.チョコね1個ももらえなかった 何でかというと2月14日俺ちょっと引きこもってたんで
Q.お前についてどう思う？,Q.お前についてどう思う？ A.うーんお前が正気を今俺の言葉で正気を取り戻すんだったらその同棲をやめておけ
Q.お前についてどう思う？,Q.お前についてどう思う？ A.お前が俺の言葉で正気を取り戻せるのであるならばいいことなんか一つもねーよ
Q.必要についてどう思う？,Q.必要についてどう思う？ A.で同じ屋根の下に暮らして嫌なとこなんか見る必要がないでしょ
Q.キルアについてどう思う？,"Q.キルアについてどう思う？ A.ゴーンにとってのキルアが俺にとってのそれなのかもしれないな 俺はもう今日4,5回使ってるからもうその言葉言えないけど"
Q.俺についてどう思う？,Q.俺についてどう思う？ A.口に出せないけどね 俺はじゃんけんグーのときでしょ
Q.司についてどう思う？,Q.司についてどう思う？ A.高田献司がうんこに日本統一してほしいって 頑張るわ
Q.人類についてどう思う？,Q.人類についてどう思う？ A.ちょっとずつちょっとずつねこのままだってねネズミ子みたいに増やしていけば そのうち全人類が俺の
Q.日についてどう思う？,Q.日についてどう思う？ A.俺のこと好きになる日も来るかもしれないからね
Q.一人についてどう思う？,Q.一人についてどう思う？ A.なんかただ俺一人がちょっと頭おかしくてもダメじゃん みんながみんなの中で一人おかしい奴がいてもダメじゃん
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺もなんかさっきそれ言われたんだよ
Q.お菓子についてどう思う？,Q.お菓子についてどう思う？ A.昔の時に出るけども最近マジでお菓子がじゃあ違うんだって俺おかしくなってない 元からこういう人間なんだってみんなの前でいいかっこしてなんだって
Q.それについてどう思う？,Q.それについてどう思う？ A.なんでそれがわかんないのだ人間なんてさあ年取ってきておかしくなるわけないじゃん 変わんないの俺は15歳の時からおかしかったのってか俺だけ小学校
Q.それについてどう思う？,Q.それについてどう思う？ A.さすがにそれはね
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺も人並みに
Q.マウスについてどう思う？,Q.マウスについてどう思う？ A.2世で一応 リアルにあごめんさマウスが気になっちゃって言ってなかっただけだけどね
Q.嘘についてどう思う？,Q.嘘についてどう思う？ A.結構恥ずかしいけどもう別に嘘はつきたくないし p 学園地で パーフェクトリバティー学園
Q.野球についてどう思う？,Q.野球についてどう思う？ A.投げてもさあ野球がもうダメだからちょっと潰れちゃうだろうなぁ パーフェクトリバティー学園
Q.評価についてどう思う？,Q.評価についてどう思う？ A.本当にもう人からの評価がすっごい高いの女の子とか
Q.うんこについてどう思う？,Q.うんこについてどう思う？ A.うんこがお勧めする職業じゃない別に働い一生懸命働いてないですよ
Q.お母さんについてどう思う？,Q.お母さんについてどう思う？ A.何やってたっていいだろってお母さんは言ってたようちのお母さんはなんかお姉ちゃんが 旦那にする男の条件はなんだろうみたいな話した時に別中卒でも高卒でも一生懸命ね
Q.人についてどう思う？,Q.人についてどう思う？ A.それを責める時のウィークポイントだからよろしく悪口言う人はしかも俺はお姉ちゃんの浮気だと 思ってるそんな姉を持ってるからその姉と遺伝子半分共有してるからな俺
Q.浮気についてどう思う？,Q.浮気についてどう思う？ A.ちなみに彼女付き合って2週間で浮気して半年前にも2件の浮気がバレて 土下座して許してもらいました
Q.あのについてどう思う？,Q.あのについてどう思う？ A.わからないでくださいってあのは別れることは許さなかった
Q.お前についてどう思う？,Q.お前についてどう思う？ A.要するに付き合いっていうのは双方の話し合いの結果で継続していくものだからお前が 別れたいって言ったとしても俺は認めないからって
Q.顔についてどう思う？,Q.顔についてどう思う？ A.ちゃんと言ってあげねえとさ わかんねーだろ俺顔も出してねーし
Q.ところについてどう思う？,Q.ところについてどう思う？ A.自分の悪いところも多々言っていこうと思います アゴが出過ぎて頭が欲しくなってあーうちの姉ちゃん
Q.俺についてどう思う？,Q.俺についてどう思う？ A.あいつオペしてたからなぁ 27ぐらいの時に気にしてたんだろうな俺がかけてしゃくれつってたの
Q.あいつについてどう思う？,Q.あいつについてどう思う？ A.俺の美しいフェイスラインに あいつも同じくらい頭で消しなんぞの頭でゲイガラ
Q.評価についてどう思う？,Q.評価についてどう思う？ A.まあその前でに関しては総裁されてるじゃん俺との評価が ただ合図クッソシャグレスだから
Q.うちについてどう思う？,Q.うちについてどう思う？ A.うちは好きあれば
Q.金梅についてどう思う？,Q.金梅についてどう思う？ A.金梅が頭がで書いてにちゃんで連れてすべき普通だろう 普通じゃないか278頭おかしくなるんだよ
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺も過ぎて今年30歳なんだけど278は確かにでも まあいろいろ
Q.代についてどう思う？,Q.代についてどう思う？ A.20代は今思えば振り返ると なんか他ではできない経験をねたくさんさせてもらいましたよ
Q.生放送についてどう思う？,Q.生放送についてどう思う？ A.幸いなんか周りに恵まれて 生放送もまあ楽しくできたし
Q.先輩についてどう思う？,Q.先輩についてどう思う？ A.なんかいろんなところに飲み連れてってもらう先輩もいたし ね幸せな人じゃこれからはちょっとなんか自分からね
Q.お前についてどう思う？,Q.お前についてどう思う？ A.お前もあと何年かしたら30歳だぞ びっくりするでしょ俺もね20代前半時は30とかキンマーと思ったんだけど
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺25の時に気づいた俺も30になるんだって
Q.女性についてどう思う？,Q.女性についてどう思う？ A.擁護する側に回っとかないと特に女性 はやばいよ
Q.女の子についてどう思う？,Q.女の子についてどう思う？ A.俺女の子に言うけど現実見えてない女の子はねよく言うんだよ22とか長ババー みたいな27とか8とかなったマジで
Q.方についてどう思う？,Q.方についてどう思う？ A.教えてあげた方がいいよね
Q.男の子についてどう思う？,Q.男の子についてどう思う？ A.男の子はあんまりそういうのいないけど 女の子は特にね多いよ
Q.15000についてどう思う？,Q.15000についてどう思う？ A.手作りバレンタインで15000も使った女ってさあ上げすぎじゃね
Q.これについてどう思う？,Q.これについてどう思う？ A.これが一番悪いのが 俺のオペラの検索履歴
Q.それについてどう思う？,Q.それについてどう思う？ A.それもやべえだろ 俺どんだけひねくれ者なんで別に普通の鼻とかでいいじゃん
Q.こちらについてどう思う？,Q.こちらについてどう思う？ A.裏顔TVで実際に使われているもので個人的にはこちらがおすすめです
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺も買いたいみんなで買おうぜ
Q.それについてどう思う？,Q.それについてどう思う？ A.それはお金出せばさ
Q.人についてどう思う？,Q.人についてどう思う？ A.出してくれてる人もいるわうすげー カスタマイズの見積もり出してくれてる人もいる
Q.俺についてどう思う？,Q.俺についてどう思う？ A.ちなみに裏側のやつ俺が送ったけどアフィとかじゃねーぞ
Q.人についてどう思う？,Q.人についてどう思う？ A.この前のオーストラリアの大会ですぐ負けた あの人は何者なのプレイヤーなの
Q.誰についてどう思う？,Q.誰についてどう思う？ A.なんで誰もカリウッドの話とかしないの?
Q.時間についてどう思う？,Q.時間についてどう思う？ A.投票時間が終わりました
Q.投票についてどう思う？,Q.投票についてどう思う？ A.まだ投票がうまく完了していない方がいるので
Q.流れについてどう思う？,Q.流れについてどう思う？ A.もうエククロだろっていう流れができててさぁ
Q.ミアノについてどう思う？,Q.ミアノについてどう思う？ A.本当にミアノが言ってたの
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.だからちくわ早めに潰しといたほうがいいんだ
Q.投票についてどう思う？,Q.投票についてどう思う？ A.投票が全て終了しました
Q.さんについてどう思う？,Q.さんについてどう思う？ A.テオさんが処刑されました
Q.時間についてどう思う？,Q.時間についてどう思う？ A.夜時間は2分間です
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺はもう2日目とか1日目で食われた
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺が言っちゃ都合の悪い
Q.方についてどう思う？,Q.方についてどう思う？ A.役職をまだ実行してない方は役職の実行
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺がいるとちくわが率先して消されるから恐れた
Q.さんについてどう思う？,Q.さんについてどう思う？ A.ミアノさんが無残な死体となって発見されました
Q.名についてどう思う？,Q.名についてどう思う？ A.現在4名が生存しています
Q.さんについてどう思う？,Q.さんについてどう思う？ A.ミアノさんが上手すぎてちょっとびっくりした
Q.狂人についてどう思う？,Q.狂人についてどう思う？ A.狂人が勝手に疑いすぎてましたねすみません
Q.俺についてどう思う？,Q.俺についてどう思う？ A.さっき死んだ時に俺が噛まれた時に
Q.方についてどう思う？,Q.方についてどう思う？ A.っていうのがあったんで言っといた方が良かったですね
Q.狂人についてどう思う？,Q.狂人についてどう思う？ A.上手かったユウさんの狂人が上手すぎて全然分かんなかった
Q.さんについてどう思う？,Q.さんについてどう思う？ A.ユウさんがちょっと凄かったですね
Q.それについてどう思う？,Q.それについてどう思う？ A.でもそれがちょっと逆に
Q.それについてどう思う？,Q.それについてどう思う？ A.それがすごく上手くいって
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺がいると邪魔だから
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺もそこからずっとお前のこと疑ってたから
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺がいるとあいつはあれなんだよ
Q.都合についてどう思う？,Q.都合についてどう思う？ A.都合が悪いんだよってずっと言ってたから
Q.人についてどう思う？,Q.人についてどう思う？ A.順一さんみたいに素直な人は顔に出やすいから
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.気をつけたほうがいいかなって思いますね
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.無表情でいたほうがいいかな
Q.自分についてどう思う？,Q.自分についてどう思う？ A.自分は読めなくて難しい感じはしますね
Q.目についてどう思う？,Q.目についてどう思う？ A.目が泳いでるって感じがあるんで
Q.ちゃんについてどう思う？,Q.ちゃんについてどう思う？ A.うんこちゃんは素直っていうかまっすぐで
Q.さんについてどう思う？,Q.さんについてどう思う？ A.高田さんはなんかもっと前に出てるのを見たいですね
Q.さんについてどう思う？,Q.さんについてどう思う？ A.両方加藤さんも高田さんも普通にうまくて
Q.さんについてどう思う？,Q.さんについてどう思う？ A.あと一つ思ったのがちょっと加藤さんが人動するところを見たかった
Q.それについてどう思う？,Q.それについてどう思う？ A.それはまあ運だからねそればっかり
Q.さんについてどう思う？,Q.さんについてどう思う？ A.高田さんもうまくて考えとか聞いていたら普通に分かったんで
Q.さんについてどう思う？,Q.さんについてどう思う？ A.加藤さんが序盤で断定するような言葉はよく言ってたと思うんですけど
Q.あれについてどう思う？,Q.あれについてどう思う？ A.あれはどっちとも取れちゃうんで
Q.方についてどう思う？,Q.方についてどう思う？ A.すごい考えて使った方がいいのかなと
Q.ほうについてどう思う？,Q.ほうについてどう思う？ A.ちょっと抽象的なほうがやっぱりこういうゲームはいいのかなって思ったり
Q.ところについてどう思う？,Q.ところについてどう思う？ A.断定的なところもあったほうがいいのかなって思ったり
Q.それについてどう思う？,Q.それについてどう思う？ A.それはありだと思うんですけど
Q.さんについてどう思う？,Q.さんについてどう思う？ A.高田さんはすごく生放送を見ていてすごい期待してたんですけど
Q.方についてどう思う？,Q.方についてどう思う？ A.もう少し立ち回りとかされた方がいいのかなと思いました
Q.次についてどう思う？,Q.次についてどう思う？ A.次はちくわ最後に手を
Q.役職についてどう思う？,Q.役職についてどう思う？ A.そうすると特殊役職が出てきて
Q.僕についてどう思う？,Q.僕についてどう思う？ A.僕的には思ったんですけど
Q.カオルについてどう思う？,Q.カオルについてどう思う？ A.田舎町カオルは現実さん
Q.どっちについてどう思う？,Q.どっちについてどう思う？ A.役職どっちもついてて
Q.時についてどう思う？,Q.時についてどう思う？ A.人狼側の時は最初は黙ってた時が黙っててすごい効果的だったんで
Q.時についてどう思う？,Q.時についてどう思う？ A.消される時があると思うんですけど
Q.自分についてどう思う？,Q.自分についてどう思う？ A.その時は自分が信じた方ずっと占い師だと思った方を護衛して
Q.俺についてどう思う？,Q.俺についてどう思う？ A.もし俺が噛まれたらそこが怪しいよっていうのを先に伝えておいて
Q.証明についてどう思う？,Q.証明についてどう思う？ A.いいのかなっていう証明ができる
Q.ことについてどう思う？,Q.ことについてどう思う？ A.一つの考えに固執することが今日はめちゃくちゃ多くて
Q.中についてどう思う？,Q.中についてどう思う？ A.他の考えっていうのが全部頭の中が聞いてあって
Q.何回についてどう思う？,Q.何回についてどう思う？ A.それしか間違いないっていうことで何回も失敗したので
Q.さんについてどう思う？,Q.さんについてどう思う？ A.高田さんは人に専用ですかって聞くのをやめてください
Q.声についてどう思う？,Q.声についてどう思う？ A.なんか声はどうしちゃったんだろうね
Q.こちらについてどう思う？,Q.こちらについてどう思う？ A.こちらも楽しく見させていただきました
Q.自分についてどう思う？,Q.自分についてどう思う？ A.やっぱり自分が村人だからっていう安心感から
Q.方についてどう思う？,Q.方についてどう思う？ A.考えた方がいいかなとは思ったのと
Q.さんについてどう思う？,Q.さんについてどう思う？ A.あと剣士さんが狼やってた時が
Q.方についてどう思う？,Q.方についてどう思う？ A.それはちょっとやめた方がいいかなと思いました
Q.私についてどう思う？,Q.私についてどう思う？ A.私もちょっと初めてだったんで
Q.何についてどう思う？,Q.何についてどう思う？ A.何が駄目なの
Q.ところについてどう思う？,Q.ところについてどう思う？ A.どういうところが納得できないの
Q.自体についてどう思う？,Q.自体についてどう思う？ A.人狼自体もそうなんだけど
Q.どうしについてどう思う？,Q.どうしについてどう思う？ A.放送的にももうほんとどうしようもないと思うし
Q.人狼についてどう思う？,Q.人狼についてどう思う？ A.人狼も浮き足立つと思うし
Q.放送についてどう思う？,Q.放送についてどう思う？ A.そんなに放送的には悪くなかったと思うけどね
Q.気についてどう思う？,Q.気についてどう思う？ A.この状況でも振れてないで多分当日もっと振れないような気がするから
Q.それについてどう思う？,Q.それについてどう思う？ A.まあそれはさ
Q.番組についてどう思う？,Q.番組についてどう思う？ A.その番組が成立してなかったら
Q.協力についてどう思う？,Q.協力についてどう思う？ A.12人いたらやっぱ協力が必要だよ
Q.調和についてどう思う？,Q.調和についてどう思う？ A.多分調和がなかなか取れないと思うから
Q.自分についてどう思う？,Q.自分についてどう思う？ A.自分も乱しに行くのはどうなのかなと思って
Q.それについてどう思う？,Q.それについてどう思う？ A.あそれは楽しむよ
Q.ゲームについてどう思う？,Q.ゲームについてどう思う？ A.俺普通にゲームが楽しむっていう前提で行こうかな
Q.自体についてどう思う？,Q.自体についてどう思う？ A.人狼自体がクッソ面白いからね
Q.前についてどう思う？,Q.前についてどう思う？ A.この前も8時間くらいやってたしね
Q.ぴょこたんについてどう思う？,Q.ぴょこたんについてどう思う？ A.じゃあぴょこたんも黒人も上手いじゃん絶対
Q.ペラについてどう思う？,Q.ペラについてどう思う？ A.上手いしペラが回るから
Q.気についてどう思う？,Q.気についてどう思う？ A.多分周りにもあんまり振らないような気がするのね
Q.ぴょこたんについてどう思う？,Q.ぴょこたんについてどう思う？ A.ぴょこたんはそういうなんか結構がを通すタイプだよね
Q.りなについてどう思う？,Q.りなについてどう思う？ A.ちなみにりなりなもそこそこ上手いじゃん
Q.りなについてどう思う？,Q.りなについてどう思う？ A.りなりなも多分自分がガーッて喋るタイプだから
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺も最悪の手段がめんどくせえから
Q.それについてどう思う？,Q.それについてどう思う？ A.いやそれはさ
Q.辺についてどう思う？,Q.辺についてどう思う？ A.まあその辺はちょっと流れだよね
Q.駆け引きについてどう思う？,Q.駆け引きについてどう思う？ A.駆け引きがあるんじゃないのっていうさ
Q.らについてどう思う？,Q.らについてどう思う？ A.俺らが練習した時もさ言ってたじゃん
Q.人についてどう思う？,Q.人についてどう思う？ A.上手い人はやっぱ一番最初に狙われやすいからさ
Q.本人についてどう思う？,Q.本人についてどう思う？ A.多分本人も分かってるんだな
Q.ペラについてどう思う？,Q.ペラについてどう思う？ A.めっちゃペラが回るようになってくるだろうから
Q.あれについてどう思う？,Q.あれについてどう思う？ A.自分のあれが想像できるんだけどね
Q.俺についてどう思う？,Q.俺についてどう思う？ A.俺もその未来すげえ想像できるもん自分自身も
Q.俺についてどう思う？,Q.俺についてどう思う？ A.1村人の俺が釣られるほうがいいかなと思って
Q.それについてどう思う？,Q.それについてどう思う？ A.それがまあゲームとしてチームが勝つためと
Q.チームについてどう思う？,Q.チームについてどう思う？ A.勝ったほうのチームが万戦するみたいな感じだから
Q.俺についてどう思う？,Q.俺についてどう思う？ A.多分1戦だと俺は思ってるけど
Q.それについてどう思う？,Q.それについてどう思う？ A.まあでもなんかそれはさ
Q.それについてどう思う？,Q.それについてどう思う？ A.だからそれは俺たちで考えなくていいんだよ
Q.回についてどう思う？,Q.回についてどう思う？ A.まあちょっと今回俺人狼1回も引けなかったからさ
Q.何についてどう思う？,Q.何についてどう思う？ A.何が来るかわかんないけどさ役職って
Q.何についてどう思う？,Q.何についてどう思う？ A.何が1番やりやすいやりたい?
Q.人狼についてどう思う？,Q.人狼についてどう思う？ A.人狼はやったらやったら楽しそう
Q.ペラについてどう思う？,Q.ペラについてどう思う？ A.でそのうちペラが回るやつが
Q.こいつについてどう思う？,Q.こいつについてどう思う？ A.あれこいつも怪しくない?みたいな空気になってくるかもしんないから
Q.ことについてどう思う？,Q.ことについてどう思う？ A.霊媒師語ることも全然ありだよね
Q.票についてどう思う？,Q.票についてどう思う？ A.票が集まって俺釣られちゃった時あったけどね
Q.それについてどう思う？,Q.それについてどう思う？ A.あーまあそれは仕方ねーよな
Q.どっちについてどう思う？,Q.どっちについてどう思う？ A.どっちが正しいんだろうね
Q.占い師についてどう思う？,Q.占い師についてどう思う？ A.俺絶対占い師は確定させちゃいけないと思うんだよね
Q.どっちについてどう思う？,Q.どっちについてどう思う？ A.どっちがいいんだろうね
Q.自分についてどう思う？,Q.自分についてどう思う？ A.俺自分が狂人で
Q.誰についてどう思う？,Q.誰についてどう思う？ A.誰も出なかったら俺は行くよ絶対
Q.手についてどう思う？,Q.手についてどう思う？ A.あー手が上がらなかったらってこと?
Q.それについてどう思う？,Q.それについてどう思う？ A.それは俺も行くよ
Q.狂人についてどう思う？,Q.狂人についてどう思う？ A.人狼狂人はありえるよね
Q.側についてどう思う？,Q.側についてどう思う？ A.でもその場合って狂人側が手挙げた人に
Q.側についてどう思う？,Q.側についてどう思う？ A.人狼側はこいつ狂人かっていうのは分かるけどね
Q.さんについてどう思う？,Q.さんについてどう思う？ A.俺ねそれ芸人さんがやってるのパクった
Q.意図についてどう思う？,Q.意図についてどう思う？ A.それってどういう意図があるの?
Q.人狼についてどう思う？,Q.人狼についてどう思う？ A.狂人とか人狼が焦って手挙げるから
Q.狂人についてどう思う？,Q.狂人についてどう思う？ A.でも多分ベターなら多分狂人が対抗占い師で
Q.どっちについてどう思う？,Q.どっちについてどう思う？ A.視聴者的にさどっちが怪しい?
Q.私についてどう思う？,Q.私についてどう思う？ A.二番目に後追いで私も占い師ですよ
Q.黒川についてどう思う？,Q.黒川についてどう思う？ A.あの黒川が手挙げるの待ってましたっていうのはどっちが怪しいんだろう?
Q.方についてどう思う？,Q.方についてどう思う？ A.後追いの方が怪しい?
Q.方についてどう思う？,Q.方についてどう思う？ A.後追いの方がさ絶対怪しいような気がするんだけど
Q.それについてどう思う？,Q.それについてどう思う？ A.なんかそれはそれで怪しい気がする
Q.者についてどう思う？,Q.者についてどう思う？ A.誰か第三者が占い師の人じゃあ手挙げてくれますって言ったら
Q.方についてどう思う？,Q.方についてどう思う？ A.なんか初めに手挙げた人の方が占い師のような気がするけど
Q.誰についてどう思う？,Q.誰についてどう思う？ A.なんか自分から誰も第三者が言ってないのに先行で言ったら
