original,generated
Q.最初についてどう思う？ A.,Q.最初についてどう思う？ A.元は最初にジュマンジ出てくるやついねえよいや俺の中でごめんなさい
Q.英語についてどう思う？ A.,Q.英語についてどう思う？ A.英語ペラペラでさ勉強せずに英語喋れるようになるアドレナーズのアドバンテージってやばくない周り
Q.観光ビザについてどう思う？ A.,Q.観光ビザについてどう思う？ A.正直観光ビザで行ってもバレないし労働か労働じゃないかって微妙なところじゃんでグレーでやってるところもめちゃくちゃあると思うんだけどうちはやらないからビザがおりないんだよね
Q.夕方6時についてどう思う？ A.,Q.夕方6時についてどう思う？ A.夜勤明け8時半から残業して夕方6時とかに帰ったことなんてめちゃくちゃあるよ。
Q.練習についてどう思う？ A.,Q.練習についてどう思う？ A.練習ならんよなるかこれPKじゃんこれPKじゃないですか当たったな
Q.話についてどう思う？ A.,Q.話についてどう思う？ A.村上の話を 村上の話をしなくなったけど誰?
Q.男子についてどう思う？ A.,Q.男子についてどう思う？ A.俺 男子って言われたらなんか俺男子か俺はってなっちゃう男子じゃねーよな
Q.別についてどう思う？ A.,Q.別についてどう思う？ A.てめえらがやる分には 別にいいわそのモラルを俺はおもんじていないバレなければ別に賭けてマージャン やっててもいいんじゃね
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.配信あ、直ってるわありがとう失礼しますね
Q.13年についてどう思う？ A.,Q.13年についてどう思う？ A.無職歴13年の女性がいたのね
Q.10秒についてどう思う？ A.,Q.10秒についてどう思う？ A.それ終わってもそれ最初やったんですけど10秒でやめましたダメっつって大終わりそれが一番の終わり
Q.ギガバイト数についてどう思う？ A.,Q.ギガバイト数についてどう思う？ A.にしてはギガバイト数が少なくない?
Q.別関係についてどう思う？ A.,Q.別関係についてどう思う？ A.金なく別関係俺があるわけじゃないからいいだろ別に知らねえよ読売はない意味がわからん
Q.爆発注意についてどう思う？ A.,Q.爆発注意についてどう思う？ A.最悪まじで何やってんだよやってしまった今くっそ爆発注意かよ
Q.赤馬についてどう思う？ A.,Q.赤馬についてどう思う？ A.初切ってたの俺100万とちっとりどっちが見たいこの赤馬に怯えろよ
Q.ドーピングについてどう思う？ A.,Q.ドーピングについてどう思う？ A.ドーピングのせいでね何外せばいいかなあ
Q.金粘土についてどう思う？ A.,Q.金粘土についてどう思う？ A.金粘土いやこれ絶対落ちる40ポイント844じゃ無理だよね
Q.バンク二度についてどう思う？ A.,Q.バンク二度についてどう思う？ A.30番がなければ絶対くたらねーほんとKバンク二度とやらんマジでマジでマカオ行って負けた方がマシだったわ
Q.世界についてどう思う？ A.,Q.世界についてどう思う？ A.そしたら世界が変わるんでねーかー
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.ちょっとちょっと待ってみんなマジでごめんちょっとだけ持ってちょっと待ってねいやハードル上がってる上げないでちょっと あのねー今アレしてるんだよね
Q.極楽トンボについてどう思う？ A.,Q.極楽トンボについてどう思う？ A.ケイジちょっと極楽トンボと一緒だけどケイジさんねえケイちゃんって呼びたいあのスパイギアから1文字もらってスパイギアから1文字もらってめぐみっていう字を俺から1文字もらってケイジいいじゃんじゃあ苗字もいいよ
Q.ボール玉についてどう思う？ A.,Q.ボール玉についてどう思う？ A.ボール玉の振り方教えてくださいって。
Q.外についてどう思う？ A.,Q.外についてどう思う？ A.ここでシュートこのシュートはバーに当たって外に出ました
Q.雑魚みどり嫌いについてどう思う？ A.,Q.雑魚みどり嫌いについてどう思う？ A.完全なるあれなんだな配信止められちゃったのか悲しい雑魚みどり嫌いだから異なってくる仲悪いんだいや
Q.逆方向についてどう思う？ A.,Q.逆方向についてどう思う？ A.センターから逆方向にもねおっきいの打てるんですよ
Q.ことウィングマンについてどう思う？ A.,Q.ことウィングマンについてどう思う？ A.これをなんでやらないのか分かんないみんながなんでみんなこれやらないウィングマンとあれは最強だねどうしてやらないのこれをこんな簡単なことウィングマンとピースキーパーで行きます
Q.サード頃についてどう思う？ A.,Q.サード頃についてどう思う？ A.今年もあのなサード頃かなんかをさなぁ
Q.20代についてどう思う？ A.,Q.20代についてどう思う？ A.20代に見えるなみやこさんって今おいくつ?
Q.ディズニーランドについてどう思う？ A.,Q.ディズニーランドについてどう思う？ A.多分 それから考えたら昼のディズニーランド安いよね1万900円だもん昼の夢の国と夜の夢の国 どっちに行きたいですか怪物を見てきたら社会に属するって 怪物おもろくなかった?
Q.こと13についてどう思う？ A.,"Q.こと13についてどう思う？ A.12年13年4年みなこさんのこと13,4年好きなんだよ"
Q.最後についてどう思う？ A.,Q.最後についてどう思う？ A.俺この時代も最後までいっちまむきらん3枚切られてもきらん
Q.チキンバッについてどう思う？ A.,Q.チキンバッについてどう思う？ A.強いチキンバックンはグロスが強すぎる美味しいチキンバックンはとても柔らかいメガメタグロスはとても強いいかがお過ごしでしょうかご清聴ありがとうございました明後日だよね
Q.突破についてどう思う？ A.,Q.突破についてどう思う？ A.突破な甘くねえわきついわあんなにやってたときに勝てなかったんだからあー
Q.結局外側についてどう思う？ A.,Q.結局外側についてどう思う？ A.結局外側は不積だから足押せよしよしいいカウンターさせなきゃいいボランチの奴らが頑張って戻ってきて守備する
Q.今日ロレンズについてどう思う？ A.,Q.今日ロレンズについてどう思う？ A.今日ロレンズもすげー回ってんだろう俺
Q.ディフェンス側スポーンについてどう思う？ A.,Q.ディフェンス側スポーンについてどう思う？ A.次はナイスセッチナイスセッチナイスセッチこれワンチャンさピン飛んでいいかなディフェンス側スポーンちょっと僕ウルトでディフェンス側スポーン飛びます
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.よー打った今泳がされたのに。
Q.愛についてどう思う？ A.,Q.愛についてどう思う？ A.愛がねーだろ不倫してもいいよ
Q.音についてどう思う？ A.,Q.音についてどう思う？ A.いつもマリオでもねしメアリーでもねんだけどね実は音ちょっとちっちゃいな多分俺の マイクのああ
Q.トレーラーパークについてどう思う？ A.,Q.トレーラーパークについてどう思う？ A.トレーラーパークに暮らす双子の弟がいてね
Q.斧神最強についてどう思う？ A.,Q.斧神最強についてどう思う？ A.斧神最強のコンディションでいく元気マリ明日はいらない
Q.せい左右差についてどう思う？ A.,Q.せい左右差についてどう思う？ A.ここまでしか上がんないんだけどこれ野球のせい左右差がえぐいみんなもやってみてなんで急では固くなっちゃう悲しいよ
Q.今日についてどう思う？ A.,Q.今日についてどう思う？ A.それは今日は許してでもしょうがないじゃんしょうがなくない
Q.ボランチナイスゴードンチャピケについてどう思う？ A.,Q.ボランチナイスゴードンチャピケについてどう思う？ A.そんなの飛ぶわけない上げてくれるんだったら早いパス回しからのボランチナイスゴードンチャピケ取れ日本でこんなシュート弱いっけこれ取れおいなんでそこ負けんだよ
Q.練習についてどう思う？ A.,Q.練習についてどう思う？ A.うまっまぁでもいいや別にこれなんかいい練習になるわカメラよくない?
Q.ヤンキスについてどう思う？ A.,Q.ヤンキスについてどう思う？ A.来年藤並ヤンキスいってほしくねえドジャースいこうぜでもジャッジいたら強いのかドジャースのほうがいいよやだ藤並はもうずっとアストロスアストロスだね
Q.みんなについてどう思う？ A.,Q.みんなについてどう思う？ A.あの多分2500億 くらいかかるからちょっとかみんな出してくんね
Q.認識についてどう思う？ A.,Q.認識についてどう思う？ A.名前を認識してないからさ怒りとかもないんだよな
Q.本人についてどう思う？ A.,Q.本人についてどう思う？ A.どうしよっか本人たちに決めさせるのも面白くない?
Q.飯についてどう思う？ A.,Q.飯についてどう思う？ A.タクシー乗ってなんか飯食いに行こうぜあ、いいっすいいっす何かいます?
Q.連絡についてどう思う？ A.,Q.連絡についてどう思う？ A.それでこんなとこ行けねえって2ヶ月無断欠勤して連絡も取らずにもういいやこんな奴らといるところで働きたくねえって2ヶ月無断欠勤したんだよガチで。
Q.嫉妬についてどう思う？ A.,Q.嫉妬についてどう思う？ A.分かったよ、お前一番可愛がんねえと嫉妬するからな。
Q.みなについてどう思う？ A.,Q.みなについてどう思う？ A.どうもみなのしゅう、いかがお過ごしかねえどうもきれいなどんぐりです
Q.世間についてどう思う？ A.,Q.世間についてどう思う？ A.世間でやっちゃいけないとされてることやりたいんだよね
Q.絶対についてどう思う？ A.,Q.絶対についてどう思う？ A.サクッと買って帰るとダラダラしたら絶対負けるからな2人で2万7千発ってヤバいなもしそれが元気になるとしたらいくらになる?
Q.生活についてどう思う？ A.,Q.生活についてどう思う？ A.俺お小遣い月100万渡してんだけど生活費込みでなんで俺が100万渡してんだよ
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.まあでも配信者ながら寝ようがいいや難しいとこだよなぁカニ食べるグッズもっと作れ キッチン周り
Q.初舞台についてどう思う？ A.,Q.初舞台についてどう思う？ A.正直の初舞台の前に芸名をつけるヒコロヒーという芸名に特に意味はなく天才じゃねーかよ
Q.虹ライブについてどう思う？ A.,Q.虹ライブについてどう思う？ A.名前的にそれか虹ライブおい虹ライブ作ろうかなあれ
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.そのつまんない自分にとってつまんないっていうコメントに合わせるのが多分しんどいんじゃない俺
Q.カットボールくそについてどう思う？ A.,Q.カットボールくそについてどう思う？ A.ちょっといいカットボールだ155キロのカットボールくそいいボール
Q.セーブデータについてどう思う？ A.,Q.セーブデータについてどう思う？ A.俺えっとゲームとアプリでこれセーブデータじゃねーのこれうわぁカカラット消したくねーおいWWE73ギガ!?
Q.佐々木ロギについてどう思う？ A.,Q.佐々木ロギについてどう思う？ A.佐々木ロギも出てきて誰がボール 持ってるか分かんない状態でダメそれ ダメかな分身
Q.塩塩についてどう思う？ A.,Q.塩塩についてどう思う？ A.マジで本当に桃鉄好きだからね桃鉄で結構ネタ作ったりネタルだってヒカルとネタが混ざっちゃったミソルみたいなピースのえっと塩塩だったんでこれでわかるってえっff 16
Q.明日ミリオンについてどう思う？ A.,Q.明日ミリオンについてどう思う？ A.デリケアの案件とか受けたいでしょ受けたくないの明日ミリオンが受ける案件のサイトの意気込み見て ちょっと送ってくれないでも立派じゃんなんか案件飛んでくる あいつらもだって結構稼いでるんじゃないか
Q.今神についてどう思う？ A.,Q.今神についてどう思う？ A.止めてくれるらしい 今神様がコメントしてた何よぉお前も止まっていいよ
Q.ドナイについてどう思う？ A.,Q.ドナイについてどう思う？ A.結構ドナイしましょうかスタンダードに行くか買えねーかよっちゃん
Q.金持ちについてどう思う？ A.,Q.金持ちについてどう思う？ A.性格褒められたら嬉しいけどね、同性からも異性からも嬉しいけどなぁ一番嬉しいよね、性格が性格が嬉しいけど金持ちだよねって褒められて嬉しくない?お前いくら稼いでる?
Q.秋色活躍についてどう思う？ A.,Q.秋色活躍についてどう思う？ A.圧倒的に勝ってほしいもっと秋色活躍してる
Q.ヘアスタイルについてどう思う？ A.,Q.ヘアスタイルについてどう思う？ A.無職でもかっこいいやついるからヘアスタイルとかどうでもいいそれはしょうがない
Q.ショートコーナーについてどう思う？ A.,Q.ショートコーナーについてどう思う？ A.これだけ時間じっくり使って入ってるもっと強く打っていいこのキックは誰だっけ選手呼ぶ選手呼ぶは得意のショートコーナー
Q.一球ストライクについてどう思う？ A.,Q.一球ストライクについてどう思う？ A.これが一球ストライク入るだけで全然違うんだよ
Q.芸能についてどう思う？ A.,Q.芸能についてどう思う？ A.超ありそうな嘘 一番ありそうな嘘あれ誰と結婚したんだっけ 芸能人?じゃないわ誰と結婚したんだっけ
Q.話題についてどう思う？ A.,Q.話題についてどう思う？ A.俺の 中のノルマがあって話題作全部見るようにしてるんだ よね
Q.瞬間についてどう思う？ A.,Q.瞬間についてどう思う？ A.これこれこれみんな見せてこれスタートした瞬間
Q.権力についてどう思う？ A.,Q.権力についてどう思う？ A.おついち:「最後はもう、権力だよー!」
Q.藤についてどう思う？ A.,Q.藤についてどう思う？ A.藤並だったら藤並を諦めきれないんだよね
Q.美容についてどう思う？ A.,Q.美容についてどう思う？ A.俺6600円カットだけでね内装は武骨で綺麗な女の子の美容師がいると男は大して嫌いいやしかもね
Q.ロールプレイについてどう思う？ A.,Q.ロールプレイについてどう思う？ A.いいところのメイド喫茶は本当にちゃんとロールプレイというか徹底的に設計してくれるんでこっちも乗れるんですよね
Q.正社員募集についてどう思う？ A.,Q.正社員募集についてどう思う？ A.正社員募集中です今30分ぐらいちょっと待とうかその脱線帽子
Q.同時期についてどう思う？ A.,Q.同時期についてどう思う？ A.同時期にふらめんこやりませんかとかなんか言われてやるわけねーだろ
Q.半分収益についてどう思う？ A.,Q.半分収益についてどう思う？ A.半分収益入りとして45万円結構でかいじゃんだったら音楽に半分ゲームに半分の方がいいんじゃないかなって俺は思うんだよな
Q.裏技についてどう思う？ A.,Q.裏技についてどう思う？ A.なんで最初から無理って前例がなさすぎるわかんないなんかで常識に考えて無理だろうね裏技使えばオッケーみたいな感じっていうことなんだよね
Q.ノットニートウルフについてどう思う？ A.,Q.ノットニートウルフについてどう思う？ A.フリーターン見つけたノットニートウルフの方もログインしておきますか
Q.大谷対トラウトについてどう思う？ A.,Q.大谷対トラウトについてどう思う？ A.うわー大谷対トラウト見たかったなメジャーがエンジェルスがオッケー出したら投げれるんだよでもさエンジェルスなんてさお前
Q.今日についてどう思う？ A.,Q.今日についてどう思う？ A.今日は 負け続けて勝てとしよう燃えてきたよ
Q.重についてどう思う？ A.,Q.重についてどう思う？ A.もう1枚重なったら嘘がきてる泣きます
Q.辺全部についてどう思う？ A.,Q.辺全部についてどう思う？ A.この辺全部打ちたい顔が小さくなっちまう?
Q.連絡についてどう思う？ A.,Q.連絡についてどう思う？ A.無職向けにズームインストール手順表を作成できますので必要な誰かご連絡ください
Q.集まりについてどう思う？ A.,Q.集まりについてどう思う？ A.今からポーカーできる人いませんか加藤さんと二人でアキバで配信してるんですけどあんなに集まりのに配信って聞いたら誰も来ねえだろ
Q.神茶についてどう思う？ A.,Q.神茶についてどう思う？ A.できるだけ安パン抱えておきたい出ねえこれいいそう引いた時のみリーチするわさすがに引く選択がないから神茶張ってるよね
Q.1ヶ月についてどう思う？ A.,Q.1ヶ月についてどう思う？ A.来年とりあえずその2人見に行く 吉田も見てーけどさ全員は無理でしょさ俺○○1ヶ月 行かなきゃいけないもう無理だよ
Q.話についてどう思う？ A.,Q.話についてどう思う？ A.まだ日本にいるんですか日本は料理もおいしくないし税金も高いしギスギスしてるしずっとその話しかしないよ
Q.寄りについてどう思う？ A.,Q.寄りについてどう思う？ A.今のはいや戻ってくるぞ寄りすぎゴールといやー
Q.猫ポーカーについてどう思う？ A.,Q.猫ポーカーについてどう思う？ A.どここれ猫ポーカーとかかな分かんねえアキバ
Q.学校6年についてどう思う？ A.,Q.学校6年についてどう思う？ A.俺最後に見たの小学校6年生だからな何年前26年前25年前4番センター
Q.レゲエマッチについてどう思う？ A.,Q.レゲエマッチについてどう思う？ A.これ東南のレゲエマッチあれ以降いけてないもんそうですね
Q.ブレーアイ2発売についてどう思う？ A.,Q.ブレーアイ2発売についてどう思う？ A.来月5月17にブレーアイ2発売します
Q.アウト1についてどう思う？ A.,Q.アウト1についてどう思う？ A.もう 次のアウト1個大事に取ろう別に0点に押される必要なんかないから そうそうそうそうマジで3塁なんだしかと初級大事 ちょい高いいやー太谷も疲れてるね
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.ガングロとかが生えた時だから彼女がその時付き合ってた彼女がめちゃくちゃ踊ってたよ
Q.飯についてどう思う？ A.,Q.飯についてどう思う？ A.飯食おうちょっと今のは振らないかな
Q.多少ロシエルについてどう思う？ A.,Q.多少ロシエルについてどう思う？ A.多少ロシエル俺はそのときまで知らなかったんだけど店長さんみたいな人がたまたま拾ってくれてうちだったらいいっすよみたいななかなか配信オッケーないっすよね
Q.後焼肉についてどう思う？ A.,Q.後焼肉についてどう思う？ A.その後焼肉行ったから嘘じゃないんだけどノリもいいしなんで嘘つくんだよなんか嘘ついた方がいいかなぁと思って計算高くないラムちゃんはマジで バカ
Q.カイランバ2ヶ月についてどう思う？ A.,Q.カイランバ2ヶ月についてどう思う？ A.超かわいそうじゃないカイランバ2ヶ月回せないのね
Q.フィーバー23についてどう思う？ A.,Q.フィーバー23についてどう思う？ A.俺ねゴルフペースフォーのやつも見てみよっかフィーバー23のパッケージが変わってるなんだ
Q.ギャル前世紀についてどう思う？ A.,Q.ギャル前世紀についてどう思う？ A.めっちゃパラパラ世代だよでももちろん踊ってないけどねがギャル前世紀だったの小ギャルみたいなおしきり萌えとかがさエッグの雑誌出てた時元の街で知らないでしょ
Q.ユーチューバー全員についてどう思う？ A.,Q.ユーチューバー全員についてどう思う？ A.この映像流したいんだけど1000万でできるの逆にお前そんなこと言ったらやるぞマジで絶対も10億くらい買ってるからね1000万だったらユーチューバー全員やるよなのあのカーネクストのところだよよっしゃボール
Q.権利表記についてどう思う？ A.,Q.権利表記についてどう思う？ A.権利表記掲載配信に対して以下の権利表記を表示して下さいありがとう待ってたよ
Q.弾丸ロンパについてどう思う？ A.,Q.弾丸ロンパについてどう思う？ A.パンチクラブが人類人類史上一番肩凝る弾丸ロンパが一番凝らないのぺ染み付いちまったああ
Q.金持ちについてどう思う？ A.,Q.金持ちについてどう思う？ A.金持ちだよねって褒められたことある?
Q.チャプラについてどう思う？ A.,Q.チャプラについてどう思う？ A.ピンズムドライチ上がれなかったらチャプラひっくり返してこれ別に貯めてなきゃいけないこれロンなんです
Q.24についてどう思う？ A.,Q.24についてどう思う？ A.今日そんなたま早くなかったけどねまだ24歳152キロぐらいじゃなかったなぁ早いよ152キロでも麻痺しとるやん大谷のせいで次の回も大谷投げる
Q.ランキングいくについてどう思う？ A.,Q.ランキングいくについてどう思う？ A.今俺のランキングいくつだろうあもうちょっとで1位だゴードン倒したら1位弱くねゴードン楽しみだぜ見てろよ
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.カ様はAが欲しいA、B、CのBは自分で選んだ弱音俺もやろうかな、カトタンクリニック来てくれる?
Q.スイカ吸気もじについてどう思う？ A.,Q.スイカ吸気もじについてどう思う？ A.意外と早いよチャック死んだだけ悲しかったスイカ吸気もじょり
Q.16についてどう思う？ A.,Q.16についてどう思う？ A.こうしてgmailで無職人狼有職人狼返信アリ来るか16通最後決めますごめんね16人の中から選ばせてね
Q.こと本当についてどう思う？ A.,Q.こと本当についてどう思う？ A.すっごく嬉しいロイが言ってたあなたのこと本当だったのね
Q.楽しみ本来絶対についてどう思う？ A.,Q.楽しみ本来絶対についてどう思う？ A.はかってシステムしっかりした上でやろうもう役職も全部決まったからあとは参加者たちが本当にズームに滞りなく入れてズーム入れそうあと他は役職なし超楽しみ本来絶対交わらない人種だからねオッケーオッケー
Q.踏み台についてどう思う？ A.,Q.踏み台についてどう思う？ A.あのーなんかそういう踏み台にされるの嫌がる文化
Q.時点についてどう思う？ A.,Q.時点についてどう思う？ A.今現時点でもボールを運んでいます
Q.北川圭子についてどう思う？ A.,Q.北川圭子についてどう思う？ A.佐々木望美とか絶世の美女じゃん吉田が優里子まぁ吉田が優里子は絶世の美女だなああいう絶世の美女じゃないやん北川圭子も絶世の美女だろ俺佐々木望美
Q.ジンについてどう思う？ A.,Q.ジンについてどう思う？ A.さすがジンちゃんあっごめんジェット110ソーバー22やべやべやべやべやべ
Q.テレビ局についてどう思う？ A.,Q.テレビ局についてどう思う？ A.テレビ局の放送とか抑えるだけの力ありそうそうやって考えるとテレビってくだらないなと本当思っちゃうな
Q.岡本釈迦についてどう思う？ A.,Q.岡本釈迦についてどう思う？ A.めちゃくちゃ胸いたすかった二人とも何それ太もも一番太いのは岡本釈迦まじこんぐらいあいつマジでこんぐらいスタニーこんぐらいリアルにあいつの胸でこんぐらいだね
Q.自宅についてどう思う？ A.,Q.自宅についてどう思う？ A.自宅行って休んでねーわく増やしたいね
Q.繁盛期についてどう思う？ A.,Q.繁盛期についてどう思う？ A.なるほど繁盛期は高くとるよってそれむしろいいじゃんめちゃくちゃ良くないTikTokが増えすぎたせいもある 園内でTikTok上げてるからとかディズニー値上げ一覧 1983年
Q.人狼についてどう思う？ A.,Q.人狼についてどう思う？ A.人狼とかやったのもものと人狼好きだからさ 人狼やリマンだからおもろかったよ
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.おめえって言ったよでもLINEもした気がするおめでとうございます
Q.花花ジュリーンについてどう思う？ A.,Q.花花ジュリーンについてどう思う？ A.今日早速野球見よっか 見とけ俺が花といつもどうやって遊んでるか見せるわ花 花見て花花ジュリーンってやって遊んでます
Q.最近についてどう思う？ A.,Q.最近についてどう思う？ A.最近よく10年前のジュンの動画見るんだけど声が明らかにタバコでやられて変わってる 昔もめっちゃ吸ってたよ
Q.23についてどう思う？ A.,Q.23についてどう思う？ A.あー、あるよ、23歳の時かな。
Q.圧倒についてどう思う？ A.,Q.圧倒についてどう思う？ A.圧倒していまのところかなり優位に立っています
Q.1日についてどう思う？ A.,Q.1日についてどう思う？ A.さすがあと30分あるからまずしっかりさよく1日で煮詰めたな外枠は決まってるよね
Q.奴についてどう思う？ A.,Q.奴についてどう思う？ A.ここにいる奴らみんな俺より上手いギアクが出てきたリングはすぐ俺のキャリー出れる力見せてやるよ
Q.ツモについてどう思う？ A.,Q.ツモについてどう思う？ A.ツモギリにしてうんこ漏らしておこうかな。
Q.ドルファッションについてどう思う？ A.,Q.ドルファッションについてどう思う？ A.ドルファッションはた全部俺が配信始めたら全部
Q.防御スキルについてどう思う？ A.,Q.防御スキルについてどう思う？ A.確かにあんまり日本でこのゲームやったことはいなそうしてなかったじゃあやっぱあれだね防御スキルと併用させなきゃいけないのか何外そう枠がカッツカツだよ
Q.73ギガについてどう思う？ A.,Q.73ギガについてどう思う？ A.やばすぎだろ73ギガでも別にセーブデータじゃないもんなじゃあこれ消してカカラット消すかセーブ
Q.最後についてどう思う？ A.,Q.最後についてどう思う？ A.お前ら上げてやれ最後かけめめめが喉いかれたなんでそこに出てきたの意外と覚えてない怖いあれダッシュってなんだっけ
Q.単勝何倍についてどう思う？ A.,Q.単勝何倍についてどう思う？ A.単勝何倍だった2.5倍ぐらい3倍あったんだ
Q.1分前についてどう思う？ A.,Q.1分前についてどう思う？ A.多分流れてるわトイレ行く1分前に押さなきゃいけないじゃん本当流れてないの?
Q.家族についてどう思う？ A.,Q.家族についてどう思う？ A.どこにあるの家族で出かけてんのかな
Q.音色についてどう思う？ A.,Q.音色についてどう思う？ A.この人出ちゃったら音色が光に照らされて死ぬからできるだけ体に負担をきたさないような自分に自信があるやつが送ってくるじゃん
Q.ローテーション全員うちについてどう思う？ A.,Q.ローテーション全員うちについてどう思う？ A.巨人のローテーション全員うちの息子だったらどうしよう。
Q.東京ドームについてどう思う？ A.,Q.東京ドームについてどう思う？ A.おそらく4万1600人といったところでしょうか東京ドームのコンサートでさ満員オンリー5万人とか言うけどあのこの球場内に入れて5万人だよ
Q.横浜ファンについてどう思う？ A.,Q.横浜ファンについてどう思う？ A.バウアーから横浜ファンになったんだけど守備がゴミすぎてもつらいいいね
Q.20分についてどう思う？ A.,Q.20分についてどう思う？ A.家族の方になんか申し上げられないちなみにそのマリオ実況で うなちゃんはコインを集めるゲームだと知らずに20分ぐらい的と格闘してたスーパーマリオブラザーズの時は記憶っしょ
Q.女についてどう思う？ A.,Q.女についてどう思う？ A.いやでも女に優しいってやっぱ優しくない?
Q.デリカシについてどう思う？ A.,Q.デリカシについてどう思う？ A.多分恋愛に向いてないんじゃないかなわかんないけど性格悪いってかデリカシがないんだよ
Q.バイト体力についてどう思う？ A.,Q.バイト体力についてどう思う？ A.一旦バイト体力をバイトで回復するっていうね
Q.ダルビッシュ今についてどう思う？ A.,Q.ダルビッシュ今についてどう思う？ A.こう見えてるまあ5頭からダルビッシュ今なんか 言ってもよかったかもしれんな
Q.オスタリカ体についてどう思う？ A.,Q.オスタリカ体についてどう思う？ A.蹴ってお願いオスタリカ体をしっかり走らせても面白いあーだめだなせめて浮かそうぜそういう判断が甘くなって内側にいれば大丈夫
Q.モコについてどう思う？ A.,Q.モコについてどう思う？ A.わかんないモコがたまたま被ったのが欲しいんだけど 元々うなちゃんまんがべっこりって言ってたのおめぇ
Q.40についてどう思う？ A.,Q.40についてどう思う？ A.わかんないノリずーっとするだろうけど40ぐらいまで東京で配信してでも違う東京が合わないの俺40で実家引っ込んでなんか別荘でも建てて暮らそうかな
Q.間違いについてどう思う？ A.,Q.間違いについてどう思う？ A.ロイから聞いたんだけど花が好きなんだってうん、間違いではないかな
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.俺は負けねぇんだからやった心強ぇやこりゃいけるぜ俺ブロンズにとりあえずブロンズは今いるでしょ
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.ジャストだった100万かけて130万返ってきてその金パーッと使ったまた行っちまったよしかもなんなら税金もかかってないからプラスだわよかった強すぎるな俺がかけ始めたら負けんでしょ
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.すごいだろ配信で配信で伊勢のことを明確に好きですって言ったのはみなこさんだけだからね
Q.家族についてどう思う？ A.,Q.家族についてどう思う？ A.うち僕たちは家族を大事にします俺ほどねボークさんとかも大事に してるや
Q.あと50についてどう思う？ A.,Q.あと50についてどう思う？ A.いやーでも遠いねー遠いめっちゃ遠いあと50
Q.来店イベントについてどう思う？ A.,Q.来店イベントについてどう思う？ A.その人が来てくれるってことは俺もそこに行けるから楽でいいんだよな来店イベントあるよ設定録だよ全部その日は全部設定録
Q.カトライブについてどう思う？ A.,Q.カトライブについてどう思う？ A.カトライブとカトサンジ、どっちがいいかなカトサンジの方が良くない?
Q.15時についてどう思う？ A.,Q.15時についてどう思う？ A.置いていかねーでくれよって言ってから毎日バロセンバロセンってきてるあいつは捨てできたもうこの戦いについてこれないからな15時になったら5分抜けるね
Q.騎士についてどう思う？ A.,Q.騎士についてどう思う？ A.「いいことなんもねえよなー、バルランとでも勝てねえしよ、騎士なのほんとに税金もそうだしよー!」
Q.たまごについてどう思う？ A.,Q.たまごについてどう思う？ A.ちょっとさ、うんこしてたまご吸ってくるわ。
Q.薬食使用についてどう思う？ A.,Q.薬食使用についてどう思う？ A.薬食使用とかも無職学の時に一緒に住む何人一回人数整理しよう嘘つけばいいじゃん
Q.今回についてどう思う？ A.,Q.今回についてどう思う？ A.今回に限ればもちろんただだだだとしたらはいチャレンジ
Q.URLについてどう思う？ A.,Q.URLについてどう思う？ A.送られてきたURL踏めばいいんだよな
Q.ニャンコ戦争についてどう思う？ A.,Q.ニャンコ戦争についてどう思う？ A.このゲームはさぁ始まってきたぞ前ほど優しくはないぞ新ニャンコ戦争と呼んでくれタイラーのとこ行ったほうがいいいい加減でかい冷蔵庫
Q.集とちについてどう思う？ A.,Q.集とちについてどう思う？ A.もうカーなぁ他の集とちげんだなぁ歴代のなぁ顔だけで入れらせるん スイッターでをずっと出るよなぁ
Q.権利3年についてどう思う？ A.,Q.権利3年についてどう思う？ A.それでその視聴者にが買ってくれないと一歩吸えないタバコ吸う権利3年嫁したのになぁ マジでもったいねぇ誕生日祝ってください
Q.必要についてどう思う？ A.,Q.必要についてどう思う？ A.そっか、まあでも今は震える必要ないか。
Q.パンチクラバーについてどう思う？ A.,Q.パンチクラバーについてどう思う？ A.これが尋常じゃないパンチクラバーになっちゃったなぁ繰り返せよないでねー ねぇ部屋綺麗だったでしょ
Q.セイジについてどう思う？ A.,Q.セイジについてどう思う？ A.これあれだな外人かつえーやー相手たぶんセイジかよっちゃん
Q.後ろについてどう思う？ A.,Q.後ろについてどう思う？ A.一応それはやばいわよしぶつかったうめえ後ろいたかソリこうやって負けます
Q.別についてどう思う？ A.,Q.別についてどう思う？ A.これ別にこれ見してもいいよな
Q.サイド攻撃についてどう思う？ A.,Q.サイド攻撃についてどう思う？ A.完璧だそれはそれは絶対止められないそれはマジで止められんなんかもっとさサイド攻撃してたよね
Q.普通についてどう思う？ A.,Q.普通についてどう思う？ A.普通に丸2日間病院にいたことも全然あるしな。
